N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Accidente_Grave;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente;Riesgo_peatones;Joven_inexperto
10487;Reino Unido;Londres;45599;Tarde;Rural;Carretera;Nevoso;4;71;36;Masculino;1;1;Grave;7;3;Falla tecnica;71;No
10488;Reino Unido;Glasgow;45476;Noche;Urbano;Carretera;Despejado;4;101;23;Femenino;2;2;Grave;14;4;Error humano;202;Si
10489;Reino Unido;Londres;45650;Manana;Urbano;Carretera;Despejado;4;62;59;Femenino;0;2;Grave;7;4;Error humano;0;No
10490;Reino Unido;Edimburgo;45315;Noche;Rural;Calle;Neblinoso;3;36;40;Masculino;2;2;Grave;7;2;Error humano;72;No
10491;Reino Unido;Londres;45375;Noche;Urbano;Carretera;Nevoso;4;56;16;Femenino;2;0;No grave;4;3;Clima;112;Si
10492;Reino Unido;Londres;45628;Tarde;Urbano;Calle;Lluvioso;3;78;27;Masculino;1;2;Grave;12;3;Error humano;78;No
10493;Reino Unido;Edimburgo;45295;Manana;Urbano;Carretera;Despejado;4;57;33;Femenino;2;1;No grave;18;4;Falla tecnica;114;No
10494;Reino Unido;Birmingham;45323;Noche;Urbano;Carretera;Lluvioso;2;56;17;Femenino;1;2;No grave;10;4;Error humano;56;Si
10495;Reino Unido;Birmingham;45537;Noche;Urbano;Carretera;Lluvioso;4;65;32;Femenino;2;1;Grave;0;0;Error humano;130;No
10496;Reino Unido;Glasgow;45334;Noche;Urbano;Calle;Neblinoso;4;31;50;Femenino;0;1;No grave;17;0;Falla tecnica;0;No
10497;Reino Unido;Edimburgo;45328;Manana;Urbano;Calle;Neblinoso;2;105;27;Femenino;0;0;Grave;7;1;Error humano;0;No
10498;Reino Unido;Edimburgo;45323;Noche;Urbano;Calle;Lluvioso;1;74;56;Femenino;2;2;Grave;2;2;Error humano;148;No
10499;Reino Unido;Manchester;45406;Noche;Rural;Calle;Lluvioso;3;63;39;Masculino;1;0;No grave;11;2;Error humano;63;No
10500;Reino Unido;Manchester;45537;Manana;Rural;Calle;Despejado;3;54;53;Masculino;1;1;No grave;5;2;Error humano;54;No
10501;Reino Unido;Glasgow;45419;Noche;Rural;Carretera;Neblinoso;3;75;75;Masculino;2;1;Grave;0;4;Error humano;150;No
10502;Reino Unido;Manchester;45570;Noche;Urbano;Carretera;Lluvioso;1;107;51;Masculino;0;2;Grave;15;2;Error humano;0;No
10503;Reino Unido;Londres;45537;Noche;Urbano;Calle;Despejado;2;69;17;Masculino;1;2;No grave;3;2;Error humano;69;Si
10504;Reino Unido;Manchester;45596;Noche;Urbano;Calle;Neblinoso;2;52;16;Masculino;1;0;No grave;16;2;Error humano;52;Si
10505;Reino Unido;Manchester;45474;Tarde;Urbano;Calle;Lluvioso;1;100;34;Masculino;2;1;Grave;7;3;Error humano;200;No
10506;Reino Unido;Birmingham;45471;Noche;Urbano;Carretera;Despejado;2;113;61;Masculino;2;0;Grave;14;4;Error humano;226;No
10507;Reino Unido;Glasgow;45477;Noche;Urbano;Carretera;Nevoso;1;97;22;Femenino;2;2;Grave;3;1;Falla tecnica;194;Si
10508;Reino Unido;Edimburgo;45539;Noche;Urbano;Carretera;Despejado;4;51;16;Masculino;0;2;Grave;2;0;Clima;0;Si
10509;Reino Unido;Birmingham;45298;Noche;Urbano;Calle;Neblinoso;4;95;73;Masculino;0;1;Grave;5;0;Error humano;0;No
10510;Reino Unido;Birmingham;45506;Manana;Urbano;Carretera;Nevoso;4;63;26;Femenino;2;0;Grave;7;4;Clima;126;No
10511;Reino Unido;Edimburgo;45414;Manana;Rural;Carretera;Nevoso;3;53;56;Masculino;2;0;No grave;19;0;Error humano;106;No
10512;Reino Unido;Glasgow;45325;Noche;Urbano;Calle;Despejado;2;50;21;Masculino;0;1;No grave;11;2;Clima;0;Si
10513;Reino Unido;Manchester;45383;Manana;Urbano;Carretera;Neblinoso;2;41;34;Femenino;2;1;Grave;6;0;Clima;82;No
10514;Reino Unido;Birmingham;45540;Manana;Urbano;Calle;Lluvioso;1;85;16;Femenino;1;1;Grave;14;2;Error humano;85;Si
10515;Reino Unido;Edimburgo;45326;Manana;Rural;Calle;Despejado;2;85;67;Femenino;2;0;Grave;8;4;Error humano;170;No
10516;Reino Unido;Manchester;45353;Noche;Urbano;Calle;Despejado;1;54;55;Femenino;2;2;No grave;10;1;Error humano;108;No
10517;Reino Unido;Manchester;45346;Noche;Urbano;Calle;Nevoso;2;70;16;Femenino;1;2;No grave;1;2;Error humano;70;Si
10518;Reino Unido;Edimburgo;45448;Noche;Urbano;Carretera;Despejado;4;57;52;Masculino;2;2;No grave;4;2;Clima;114;No
10519;Reino Unido;Glasgow;45294;Noche;Rural;Calle;Despejado;2;91;70;Masculino;2;1;Grave;11;2;Error humano;182;No
10520;Reino Unido;Londres;45566;Noche;Urbano;Calle;Nevoso;4;88;31;Femenino;1;0;Grave;11;3;Error humano;88;No
10521;Reino Unido;Glasgow;45477;Manana;Rural;Carretera;Nevoso;2;102;61;Femenino;1;2;Grave;1;1;Error humano;102;No
10522;Reino Unido;Londres;45541;Noche;Urbano;Carretera;Lluvioso;2;43;25;Femenino;2;0;Grave;9;2;Error humano;86;Si
10523;Reino Unido;Londres;45632;Noche;Urbano;Carretera;Despejado;3;34;26;Masculino;2;2;Grave;11;4;Clima;68;No
10524;Reino Unido;Birmingham;45627;Noche;Rural;Carretera;Nevoso;2;56;37;Femenino;2;0;Grave;6;4;Error humano;112;No
10525;Reino Unido;Edimburgo;45638;Noche;Urbano;Calle;Neblinoso;4;58;39;Masculino;0;1;No grave;13;3;Error humano;0;No
10526;Reino Unido;Glasgow;45303;Noche;Urbano;Carretera;Lluvioso;2;118;55;Femenino;0;1;Grave;7;0;Error humano;0;No
10527;Reino Unido;Londres;45350;Manana;Urbano;Calle;Nevoso;2;85;16;Masculino;0;1;Grave;18;1;Error humano;0;Si
10528;Reino Unido;Manchester;45542;Noche;Urbano;Carretera;Nevoso;1;31;48;Masculino;1;2;Grave;17;2;Clima;31;No
10529;Reino Unido;Glasgow;45541;Noche;Rural;Carretera;Neblinoso;1;77;70;Masculino;0;0;Grave;12;2;Falla tecnica;0;No
10530;Reino Unido;Glasgow;45324;Tarde;Rural;Calle;Despejado;4;34;64;Masculino;2;0;No grave;16;1;Error humano;68;No
10531;Reino Unido;Londres;45478;Noche;Urbano;Carretera;Neblinoso;2;50;30;Masculino;2;0;Grave;9;1;Error humano;100;No
10532;Reino Unido;Manchester;45382;Manana;Urbano;Calle;Nevoso;3;54;44;Masculino;2;1;Grave;15;1;Error humano;108;No
10533;Reino Unido;Manchester;45324;Tarde;Urbano;Carretera;Lluvioso;4;115;61;Masculino;0;1;Grave;17;1;Error humano;0;No
10534;Reino Unido;Manchester;45539;Tarde;Rural;Calle;Nevoso;2;66;45;Femenino;0;2;Grave;10;4;Clima;0;No
10535;Reino Unido;Edimburgo;45608;Noche;Rural;Carretera;Nevoso;1;83;62;Femenino;0;0;Grave;2;2;Falla tecnica;0;No
10536;Reino Unido;Londres;45353;Noche;Urbano;Calle;Despejado;3;116;54;Femenino;2;1;Grave;12;2;Error humano;232;No
10537;Reino Unido;Glasgow;45568;Manana;Urbano;Calle;Lluvioso;1;96;17;Masculino;1;2;Grave;10;1;Error humano;96;Si
10538;Reino Unido;Manchester;45416;Noche;Urbano;Calle;Nevoso;2;104;34;Femenino;2;1;Grave;7;1;Error humano;208;No
10539;Reino Unido;Edimburgo;45414;Noche;Rural;Carretera;Lluvioso;2;52;57;Femenino;0;2;Grave;1;0;Error humano;0;No
10540;Reino Unido;Birmingham;45296;Manana;Urbano;Calle;Despejado;4;46;16;Femenino;0;1;No grave;17;1;Error humano;0;Si
10541;Reino Unido;Glasgow;45601;Noche;Urbano;Calle;Nevoso;1;114;20;Masculino;2;0;Grave;13;0;Error humano;228;Si
10542;Reino Unido;Glasgow;45638;Noche;Urbano;Carretera;Neblinoso;2;62;18;Femenino;0;0;No grave;4;3;Falla tecnica;0;Si
10543;Reino Unido;Manchester;45638;Noche;Rural;Calle;Nevoso;2;109;40;Femenino;2;2;Grave;3;2;Error humano;218;No
10544;Reino Unido;Londres;45375;Noche;Urbano;Calle;Despejado;2;44;29;Masculino;1;2;No grave;15;4;Error humano;44;No
10545;Reino Unido;Glasgow;45628;Manana;Urbano;Calle;Lluvioso;4;54;16;Masculino;2;2;Grave;1;0;Error humano;108;Si
10546;Reino Unido;Londres;45296;Manana;Urbano;Calle;Neblinoso;4;61;34;Femenino;0;1;No grave;4;3;Error humano;0;No
10547;Reino Unido;Birmingham;45424;Noche;Urbano;Carretera;Neblinoso;3;45;22;Masculino;2;0;Grave;1;4;Falla tecnica;90;Si
10548;Reino Unido;Birmingham;45334;Noche;Urbano;Carretera;Lluvioso;2;101;67;Masculino;1;0;Grave;9;0;Error humano;101;No
10549;Reino Unido;Glasgow;45414;Noche;Urbano;Carretera;Lluvioso;1;88;42;Femenino;0;1;Grave;12;3;Error humano;0;No
10550;Reino Unido;Glasgow;45303;Tarde;Rural;Calle;Neblinoso;4;48;74;Masculino;2;2;No grave;19;0;Error humano;96;No
10551;Reino Unido;Glasgow;45540;Noche;Urbano;Calle;Despejado;1;71;18;Masculino;1;1;Grave;5;2;Clima;71;Si
10552;Reino Unido;Edimburgo;45631;Noche;Urbano;Carretera;Despejado;3;102;28;Masculino;2;0;Grave;11;2;Error humano;204;No
10553;Reino Unido;Manchester;45507;Noche;Rural;Calle;Nevoso;1;85;50;Masculino;0;2;Grave;6;2;Error humano;0;No
10554;Reino Unido;Birmingham;45627;Tarde;Urbano;Calle;Neblinoso;1;113;21;Masculino;0;1;Grave;13;3;Error humano;0;Si
10555;Reino Unido;Manchester;45384;Manana;Urbano;Calle;Lluvioso;1;32;29;Masculino;0;1;Grave;14;2;Clima;0;No
10556;Reino Unido;Manchester;45448;Noche;Rural;Carretera;Lluvioso;4;112;38;Masculino;1;1;Grave;18;2;Error humano;112;No
10557;Reino Unido;Edimburgo;45537;Manana;Urbano;Carretera;Lluvioso;2;108;16;Masculino;2;2;Grave;10;3;Error humano;216;Si
10558;Reino Unido;Edimburgo;45542;Tarde;Rural;Calle;Lluvioso;4;38;41;Masculino;0;0;No grave;3;0;Clima;0;No
10559;Reino Unido;Birmingham;45353;Manana;Rural;Carretera;Lluvioso;2;52;61;Femenino;1;1;No grave;15;0;Clima;52;No
10560;Reino Unido;Birmingham;45510;Manana;Urbano;Calle;Nevoso;3;75;31;Masculino;2;1;Grave;14;3;Error humano;150;No
10561;Reino Unido;Birmingham;45598;Noche;Urbano;Calle;Lluvioso;3;90;16;Femenino;1;1;Grave;5;0;Falla tecnica;90;Si
10562;Reino Unido;Glasgow;45346;Tarde;Rural;Calle;Neblinoso;3;54;59;Femenino;0;1;Grave;6;2;Error humano;0;No
10563;Reino Unido;Birmingham;45506;Noche;Rural;Carretera;Nevoso;3;76;52;Masculino;0;0;Grave;13;2;Falla tecnica;0;No
10564;Reino Unido;Edimburgo;45567;Noche;Rural;Carretera;Lluvioso;1;95;71;Masculino;2;1;Grave;11;2;Error humano;190;No
10565;Reino Unido;Manchester;45535;Noche;Rural;Carretera;Lluvioso;3;111;41;Femenino;0;2;Grave;3;1;Error humano;0;No
10566;Reino Unido;Londres;45577;Tarde;Urbano;Calle;Neblinoso;2;84;34;Femenino;1;0;Grave;9;3;Clima;84;No
10567;Reino Unido;Birmingham;45478;Noche;Rural;Calle;Nevoso;1;83;40;Masculino;0;1;Grave;9;0;Error humano;0;No
10568;Reino Unido;Manchester;45352;Noche;Urbano;Calle;Lluvioso;1;92;16;Masculino;2;2;Grave;7;4;Error humano;184;Si
10569;Reino Unido;Manchester;45324;Tarde;Urbano;Calle;Nevoso;1;97;28;Femenino;1;0;Grave;18;0;Falla tecnica;97;No
10570;Reino Unido;Londres;45388;Tarde;Urbano;Calle;Lluvioso;4;30;40;Femenino;0;0;Grave;19;4;Clima;0;No
10571;Reino Unido;Manchester;45417;Manana;Urbano;Calle;Despejado;2;112;28;Masculino;0;2;Grave;6;4;Error humano;0;No
10572;Reino Unido;Edimburgo;45566;Noche;Rural;Calle;Lluvioso;4;84;61;Femenino;1;2;Grave;1;3;Clima;84;No
10573;Reino Unido;Glasgow;45506;Noche;Urbano;Calle;Lluvioso;3;68;16;Femenino;0;1;No grave;12;4;Falla tecnica;0;Si
10574;Reino Unido;Londres;45536;Tarde;Rural;Calle;Lluvioso;3;103;53;Femenino;2;2;Grave;15;0;Error humano;206;No
10575;Reino Unido;Birmingham;45567;Tarde;Rural;Calle;Nevoso;4;47;63;Femenino;0;2;No grave;17;4;Error humano;0;No
10576;Reino Unido;Londres;45416;Tarde;Urbano;Calle;Lluvioso;1;70;16;Femenino;2;2;Grave;16;0;Clima;140;Si
10577;Reino Unido;Edimburgo;45602;Noche;Urbano;Calle;Lluvioso;3;35;27;Masculino;0;1;No grave;19;2;Error humano;0;No
10578;Reino Unido;Birmingham;45577;Tarde;Rural;Calle;Despejado;3;95;35;Masculino;0;2;Grave;16;4;Error humano;0;No
10579;Reino Unido;Edimburgo;45298;Manana;Rural;Carretera;Nevoso;1;50;62;Masculino;2;0;No grave;17;1;Falla tecnica;100;No
10580;Reino Unido;Birmingham;45353;Tarde;Urbano;Carretera;Lluvioso;2;95;72;Femenino;2;1;Grave;6;4;Error humano;190;No
10581;Reino Unido;Edimburgo;45598;Tarde;Urbano;Carretera;Lluvioso;2;90;67;Femenino;0;1;Grave;8;3;Error humano;0;No
10582;Reino Unido;Birmingham;45416;Noche;Rural;Carretera;Despejado;1;72;61;Masculino;0;2;Grave;16;4;Falla tecnica;0;No
10583;Reino Unido;Birmingham;45382;Tarde;Rural;Carretera;Neblinoso;1;62;74;Masculino;0;2;Grave;9;3;Error humano;0;No
10584;Reino Unido;Edimburgo;45572;Noche;Rural;Calle;Neblinoso;1;36;58;Femenino;0;2;Grave;1;3;Error humano;0;No
10585;Reino Unido;Edimburgo;45506;Tarde;Urbano;Calle;Neblinoso;4;46;18;Femenino;2;2;Grave;17;0;Error humano;92;Si
10586;Reino Unido;Edimburgo;45326;Manana;Urbano;Calle;Neblinoso;1;62;39;Femenino;1;1;Grave;17;4;Error humano;62;No
10587;Reino Unido;Birmingham;45624;Tarde;Urbano;Calle;Nevoso;4;69;17;Femenino;2;2;Grave;10;0;Clima;138;Si
10588;Reino Unido;Glasgow;45292;Manana;Urbano;Calle;Neblinoso;3;54;16;Femenino;1;1;No grave;16;4;Clima;54;Si
10589;Reino Unido;Birmingham;45638;Manana;Urbano;Carretera;Lluvioso;3;92;25;Femenino;0;2;Grave;7;3;Error humano;0;Si
10590;Reino Unido;Manchester;45571;Noche;Urbano;Carretera;Despejado;1;79;37;Masculino;2;1;Grave;4;3;Clima;158;No
10591;Reino Unido;Edimburgo;45475;Noche;Urbano;Carretera;Lluvioso;4;39;16;Masculino;0;0;Grave;6;2;Error humano;0;Si
10592;Reino Unido;Edimburgo;45445;Tarde;Urbano;Carretera;Despejado;2;62;17;Masculino;0;2;No grave;2;2;Falla tecnica;0;Si
10593;Reino Unido;Birmingham;45294;Manana;Rural;Carretera;Despejado;2;52;53;Femenino;2;1;No grave;2;0;Error humano;104;No
10594;Reino Unido;Edimburgo;45507;Noche;Urbano;Calle;Neblinoso;2;73;71;Femenino;1;2;Grave;5;2;Error humano;73;No
10595;Reino Unido;Birmingham;45410;Noche;Urbano;Calle;Lluvioso;2;61;21;Femenino;0;2;Grave;0;4;Clima;0;Si
10596;Reino Unido;Manchester;45598;Noche;Rural;Carretera;Nevoso;2;52;57;Femenino;0;0;Grave;11;1;Clima;0;No
10597;Reino Unido;Edimburgo;45572;Noche;Urbano;Carretera;Lluvioso;3;72;16;Masculino;2;2;Grave;10;4;Clima;144;Si
10598;Reino Unido;Glasgow;45477;Noche;Rural;Carretera;Nevoso;1;85;75;Masculino;2;1;Grave;9;2;Falla tecnica;170;No
10599;Reino Unido;Glasgow;45638;Noche;Urbano;Calle;Neblinoso;3;45;40;Masculino;1;1;Grave;18;1;Error humano;45;No
10600;Reino Unido;Birmingham;45475;Noche;Urbano;Carretera;Lluvioso;1;92;47;Masculino;1;2;Grave;15;1;Falla tecnica;92;No
10601;Reino Unido;Glasgow;45598;Tarde;Urbano;Calle;Nevoso;2;33;22;Femenino;0;2;Grave;11;2;Falla tecnica;0;Si
10602;Reino Unido;Edimburgo;45506;Noche;Urbano;Calle;Despejado;4;41;33;Masculino;1;0;Grave;8;0;Error humano;41;No
10603;Reino Unido;Manchester;45475;Tarde;Rural;Carretera;Despejado;3;110;74;Femenino;2;0;Grave;12;3;Error humano;220;No
10604;Reino Unido;Edimburgo;45447;Manana;Urbano;Calle;Neblinoso;3;41;28;Masculino;0;0;Grave;19;4;Error humano;0;No
10605;Reino Unido;Manchester;45569;Manana;Urbano;Calle;Despejado;2;99;66;Masculino;2;2;Grave;4;3;Error humano;198;No
10606;Reino Unido;Londres;45296;Manana;Urbano;Calle;Nevoso;2;75;17;Masculino;0;0;Grave;7;4;Clima;0;Si
10607;Reino Unido;Birmingham;45471;Tarde;Urbano;Calle;Nevoso;2;49;25;Femenino;0;2;Grave;16;0;Error humano;0;Si
10608;Reino Unido;Edimburgo;45356;Tarde;Urbano;Carretera;Lluvioso;3;91;24;Femenino;1;1;Grave;5;1;Falla tecnica;91;Si
10609;Reino Unido;Birmingham;45598;Tarde;Urbano;Calle;Neblinoso;2;101;47;Femenino;1;2;Grave;10;2;Error humano;101;No
10610;Reino Unido;Glasgow;45387;Manana;Rural;Carretera;Lluvioso;4;83;63;Masculino;1;0;Grave;13;0;Error humano;83;No
10611;Reino Unido;Birmingham;45363;Tarde;Urbano;Carretera;Nevoso;4;98;47;Masculino;1;1;Grave;5;0;Error humano;98;No
10612;Reino Unido;Glasgow;45327;Noche;Urbano;Calle;Neblinoso;2;58;33;Masculino;1;2;Grave;14;0;Clima;58;No
10613;Reino Unido;Glasgow;45629;Tarde;Urbano;Calle;Despejado;2;61;17;Femenino;2;1;Grave;2;0;Error humano;122;Si
10614;Reino Unido;Edimburgo;45298;Tarde;Urbano;Calle;Neblinoso;1;86;61;Masculino;1;1;Grave;6;4;Error humano;86;No
10615;Reino Unido;Glasgow;45506;Tarde;Urbano;Calle;Neblinoso;4;110;74;Masculino;0;1;Grave;4;3;Error humano;0;No
10616;Reino Unido;Manchester;45303;Noche;Urbano;Calle;Despejado;4;115;16;Femenino;0;1;Grave;0;1;Error humano;0;Si
10617;Reino Unido;Manchester;45572;Manana;Urbano;Calle;Despejado;2;53;17;Masculino;0;0;Grave;17;3;Clima;0;Si
10618;Reino Unido;Glasgow;45353;Tarde;Urbano;Carretera;Despejado;4;42;17;Femenino;2;2;Grave;1;1;Error humano;84;Si
10619;Reino Unido;Edimburgo;45541;Manana;Urbano;Calle;Neblinoso;2;51;70;Femenino;2;0;No grave;7;2;Falla tecnica;102;No
10620;Reino Unido;Manchester;45445;Tarde;Urbano;Calle;Despejado;3;30;25;Masculino;0;0;Grave;18;4;Error humano;0;Si
10621;Reino Unido;Edimburgo;45445;Noche;Urbano;Calle;Neblinoso;2;61;16;Masculino;2;2;No grave;8;1;Falla tecnica;122;Si
10622;Reino Unido;Manchester;45506;Manana;Rural;Carretera;Neblinoso;2;53;66;Femenino;0;2;No grave;5;2;Clima;0;No
10623;Reino Unido;Birmingham;45506;Tarde;Urbano;Calle;Nevoso;3;56;63;Femenino;0;2;Grave;12;2;Falla tecnica;0;No
10624;Reino Unido;Birmingham;45352;Tarde;Urbano;Calle;Nevoso;3;52;21;Femenino;0;1;Grave;6;1;Error humano;0;Si
10625;Reino Unido;Glasgow;45628;Manana;Urbano;Calle;Lluvioso;2;67;49;Masculino;1;1;Grave;5;4;Error humano;67;No
10626;Reino Unido;Glasgow;45657;Noche;Urbano;Calle;Neblinoso;1;93;18;Masculino;1;0;Grave;0;0;Error humano;93;Si
10627;Reino Unido;Manchester;45510;Tarde;Rural;Calle;Lluvioso;4;58;44;Femenino;2;0;Grave;17;1;Error humano;116;No
10628;Reino Unido;Londres;45447;Noche;Urbano;Calle;Nevoso;4;33;71;Femenino;0;1;No grave;16;1;Falla tecnica;0;No
10629;Reino Unido;Edimburgo;45384;Noche;Urbano;Carretera;Lluvioso;2;98;56;Masculino;1;2;Grave;17;4;Error humano;98;No
10630;Reino Unido;Birmingham;45567;Noche;Urbano;Calle;Despejado;4;33;21;Femenino;2;0;No grave;8;2;Error humano;66;Si
10631;Reino Unido;Birmingham;45414;Noche;Urbano;Calle;Lluvioso;3;93;27;Masculino;0;2;Grave;11;1;Error humano;0;No
10632;Reino Unido;Birmingham;45567;Tarde;Urbano;Carretera;Nevoso;2;55;17;Masculino;0;1;Grave;19;2;Error humano;0;Si
10633;Reino Unido;Manchester;45346;Tarde;Rural;Calle;Neblinoso;1;67;61;Femenino;2;2;Grave;11;3;Error humano;134;No
10634;Reino Unido;Londres;45638;Manana;Urbano;Calle;Despejado;4;37;24;Femenino;1;0;Grave;9;3;Error humano;37;Si
10635;Reino Unido;Edimburgo;45566;Noche;Rural;Calle;Nevoso;1;114;75;Femenino;1;2;Grave;12;2;Error humano;114;No
10636;Reino Unido;Londres;45598;Noche;Urbano;Calle;Lluvioso;1;72;20;Masculino;0;2;Grave;17;3;Error humano;0;Si
10637;Reino Unido;Londres;45445;Noche;Rural;Carretera;Despejado;4;43;69;Masculino;0;0;No grave;18;0;Error humano;0;No
10638;Reino Unido;Londres;45414;Tarde;Urbano;Carretera;Despejado;1;71;19;Masculino;1;1;Grave;18;0;Error humano;71;Si
10639;Reino Unido;Birmingham;45638;Noche;Rural;Carretera;Nevoso;4;80;68;Masculino;1;0;Grave;7;3;Error humano;80;No
10640;Reino Unido;Glasgow;45322;Noche;Urbano;Carretera;Nevoso;1;53;66;Masculino;0;1;No grave;6;4;Clima;0;No
10641;Reino Unido;Londres;45638;Manana;Urbano;Calle;Neblinoso;4;59;64;Masculino;2;2;Grave;14;3;Falla tecnica;118;No
10642;Reino Unido;Londres;45475;Manana;Urbano;Carretera;Neblinoso;2;108;20;Masculino;0;2;Grave;4;2;Error humano;0;Si
10643;Reino Unido;Manchester;45632;Manana;Urbano;Calle;Lluvioso;1;109;17;Femenino;0;1;Grave;19;2;Error humano;0;Si
10644;Reino Unido;Edimburgo;45414;Noche;Urbano;Calle;Despejado;3;37;26;Masculino;2;0;Grave;7;3;Falla tecnica;74;No
10645;Reino Unido;Glasgow;45537;Tarde;Urbano;Calle;Nevoso;4;82;43;Masculino;2;2;Grave;5;2;Clima;164;No
10646;Reino Unido;Manchester;45295;Noche;Rural;Calle;Despejado;4;92;44;Masculino;2;2;Grave;17;3;Error humano;184;No
10647;Reino Unido;Glasgow;45628;Noche;Urbano;Calle;Nevoso;4;73;42;Femenino;2;1;Grave;19;4;Clima;146;No
10648;Reino Unido;Londres;45446;Tarde;Urbano;Carretera;Nevoso;1;74;16;Masculino;2;2;Grave;8;0;Error humano;148;Si
10649;Reino Unido;Edimburgo;45467;Tarde;Urbano;Calle;Despejado;1;117;30;Masculino;0;0;Grave;5;3;Error humano;0;No
10650;Reino Unido;Glasgow;45293;Noche;Urbano;Carretera;Nevoso;4;40;67;Masculino;2;1;Grave;16;1;Error humano;80;No
10651;Reino Unido;Birmingham;45577;Manana;Urbano;Calle;Despejado;3;112;34;Masculino;2;0;Grave;2;3;Error humano;224;No
10652;Reino Unido;Londres;45326;Tarde;Urbano;Calle;Lluvioso;3;32;16;Femenino;1;0;Grave;11;0;Falla tecnica;32;Si
10653;Reino Unido;Edimburgo;45297;Noche;Rural;Calle;Neblinoso;4;100;68;Femenino;2;2;Grave;19;2;Falla tecnica;200;No
10654;Reino Unido;Birmingham;45324;Noche;Rural;Carretera;Neblinoso;1;72;74;Masculino;0;0;Grave;5;1;Error humano;0;No
10655;Reino Unido;Glasgow;45329;Tarde;Urbano;Carretera;Lluvioso;4;44;19;Masculino;2;0;No grave;16;3;Error humano;88;Si
10656;Reino Unido;Birmingham;45478;Tarde;Urbano;Carretera;Nevoso;2;38;53;Femenino;2;0;No grave;0;0;Falla tecnica;76;No
10657;Reino Unido;Edimburgo;45350;Noche;Urbano;Calle;Neblinoso;1;60;29;Masculino;2;2;Grave;19;4;Clima;120;No
10658;Reino Unido;Londres;45353;Noche;Urbano;Carretera;Despejado;2;109;24;Masculino;2;2;Grave;8;1;Error humano;218;Si
10659;Reino Unido;Edimburgo;45506;Manana;Urbano;Calle;Lluvioso;1;103;68;Masculino;1;1;Grave;14;1;Error humano;103;No
10660;Reino Unido;Birmingham;45445;Noche;Urbano;Calle;Nevoso;3;99;25;Masculino;1;2;Grave;0;2;Error humano;99;Si
10661;Reino Unido;Edimburgo;45445;Noche;Urbano;Calle;Neblinoso;3;116;20;Femenino;1;2;Grave;18;4;Error humano;116;Si
10662;Reino Unido;Glasgow;45354;Noche;Rural;Carretera;Despejado;1;94;35;Femenino;2;0;Grave;10;0;Error humano;188;No
10663;Reino Unido;Glasgow;45598;Noche;Urbano;Calle;Nevoso;3;83;24;Masculino;2;2;Grave;18;3;Clima;166;Si
10664;Reino Unido;Glasgow;45414;Noche;Urbano;Carretera;Despejado;4;109;16;Femenino;1;2;Grave;7;1;Error humano;109;Si
10665;Reino Unido;Londres;45506;Manana;Rural;Carretera;Despejado;4;72;74;Masculino;2;0;Grave;5;1;Falla tecnica;144;No
10666;Reino Unido;Manchester;45475;Noche;Urbano;Carretera;Lluvioso;2;106;53;Masculino;1;0;Grave;12;0;Error humano;106;No
10667;Reino Unido;Manchester;45504;Noche;Rural;Carretera;Nevoso;2;83;58;Femenino;2;2;Grave;10;0;Error humano;166;No
10668;Reino Unido;Glasgow;45477;Manana;Rural;Carretera;Neblinoso;1;69;53;Femenino;0;2;Grave;18;4;Error humano;0;No
10669;Reino Unido;Londres;45506;Noche;Rural;Carretera;Despejado;1;59;61;Masculino;2;1;Grave;18;4;Error humano;118;No
10670;Reino Unido;Manchester;45322;Tarde;Urbano;Carretera;Neblinoso;1;55;67;Femenino;2;1;No grave;6;2;Falla tecnica;110;No
10671;Reino Unido;Glasgow;45384;Noche;Urbano;Calle;Lluvioso;1;110;16;Femenino;0;0;Grave;11;4;Error humano;0;Si
10672;Reino Unido;Edimburgo;45315;Manana;Urbano;Calle;Nevoso;3;59;17;Femenino;1;1;No grave;5;1;Falla tecnica;59;Si
10673;Reino Unido;Edimburgo;45329;Manana;Urbano;Calle;Neblinoso;3;104;16;Masculino;2;1;Grave;14;3;Error humano;208;Si
10674;Reino Unido;Glasgow;45540;Noche;Urbano;Carretera;Nevoso;2;103;31;Masculino;1;0;Grave;8;0;Error humano;103;No
10675;Reino Unido;Glasgow;45324;Manana;Urbano;Carretera;Despejado;3;113;46;Masculino;2;0;Grave;19;0;Error humano;226;No
10676;Reino Unido;Londres;45471;Manana;Rural;Carretera;Nevoso;4;85;47;Masculino;1;1;Grave;17;4;Error humano;85;No
10677;Reino Unido;Manchester;45455;Noche;Rural;Calle;Despejado;4;118;38;Femenino;1;2;Grave;10;4;Error humano;118;No
10678;Reino Unido;Glasgow;45419;Tarde;Urbano;Calle;Lluvioso;3;110;17;Femenino;1;1;Grave;15;0;Error humano;110;Si
10679;Reino Unido;Londres;45603;Tarde;Urbano;Calle;Lluvioso;2;79;16;Masculino;1;1;Grave;3;4;Clima;79;Si
10680;Reino Unido;Londres;45474;Tarde;Urbano;Carretera;Lluvioso;2;65;25;Masculino;1;2;Grave;11;0;Error humano;65;Si
