N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Gravedad_del_accidente;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente
9827;Reino Unido;Glasgow;28-11-2022;Noche;Urbano;Carretera principal;Neblinoso;2;50;20;Masculino;2;1;Grave;9;0;Clima
9828;Reino Unido;Edimburgo;31-03-2022;Noche;Urbano;Carretera;Ventoso;3;111;73;Femenino;0;1;Grave;13;4;Exceso de velocidad
9829;Reino Unido;Glasgow;24-03-2022;Noche;Urbano;Carretera principal;Lluvioso;3;45;17;Masculino;0;1;No Grave;8;2;Conducir en estado de ebriedad
9830;Reino Unido;Glasgow;12-09-2022;Tarde;Urbano;Carretera;Neblinoso;1;89;74;Femenino;1;0;No Grave;18;2;Exceso de velocidad
9831;Reino Unido;Edimburgo;02-12-2022;Manana;Urbano;Calle;Nevoso;4;49;17;Masculino;0;0;No Grave;17;4;Conducir distraido
9832;Reino Unido;Birmingham;07-10-2022;Noche;Rural;Carretera;Lluvioso;2;90;19;Masculino;2;0;Grave;4;0;Clima
9833;Reino Unido;Edimburgo;06-08-2022;Manana;Rural;Carretera principal;Ventoso;3;119;37;Femenino;1;1;Grave;13;0;Falla mecanica
9834;Reino Unido;Londres;07-06-2022;Noche;Rural;Carretera principal;Despejado;4;42;21;Masculino;0;2;No Grave;4;4;Exceso de velocidad
9835;Reino Unido;Birmingham;07-08-2022;Manana;Urbano;Calle;Nevoso;2;105;16;Masculino;1;2;Grave;14;2;Clima
9836;Reino Unido;Edimburgo;06-06-2022;Manana;Urbano;Carretera;Nevoso;1;108;16;Masculino;2;0;Grave;2;1;Clima
9837;Reino Unido;Edimburgo;06-01-2022;Noche;Urbano;Carretera principal;Neblinoso;4;94;43;Femenino;2;2;Grave;2;2;Clima
9838;Reino Unido;Manchester;04-12-2022;Tarde;Urbano;Carretera principal;Lluvioso;4;107;26;Masculino;0;1;No Grave;5;4;Exceso de velocidad
9839;Reino Unido;Edimburgo;06-08-2023;Noche;Urbano;Carretera;Lluvioso;1;72;39;Femenino;1;0;No Grave;1;1;Falla mecanica
9840;Reino Unido;Londres;02-08-2023;Noche;Rural;Carretera principal;Neblinoso;1;40;40;Femenino;1;2;No Grave;1;4;Conducir distraido
9841;Reino Unido;Londres;02-01-2023;Noche;Rural;Calle;Ventoso;2;68;18;Femenino;0;2;No Grave;11;4;Clima
9842;Reino Unido;Manchester;05-06-2023;Manana;Rural;Calle;Nevoso;1;109;17;Masculino;2;2;No Grave;1;2;Conducir en estado de ebriedad
9843;Reino Unido;Birmingham;24-06-2023;Noche;Rural;Carretera principal;Nevoso;4;41;42;Femenino;2;2;Grave;17;1;Conducir distraido
9844;Reino Unido;Birmingham;02-03-2023;Tarde;Rural;Carretera principal;Despejado;4;65;51;Femenino;0;1;Grave;5;1;Conducir distraido
9845;Reino Unido;Londres;12-12-2023;Noche;Urbano;Carretera;Neblinoso;2;66;73;Masculino;0;1;No Grave;5;2;Falla mecanica
9846;Reino Unido;Glasgow;12-11-2023;Noche;Rural;Calle;Neblinoso;2;98;16;Masculino;1;2;Grave;5;1;Conducir en estado de ebriedad
9847;Reino Unido;Manchester;04-09-2023;Noche;Urbano;Calle;Despejado;3;90;74;Masculino;1;0;Grave;0;4;Exceso de velocidad
9848;Reino Unido;Birmingham;02-08-2023;Manana;Urbano;Carretera principal;Lluvioso;3;107;17;Masculino;0;1;No Grave;15;1;Exceso de velocidad
9849;Reino Unido;Manchester;24-08-2023;Noche;Rural;Calle;Neblinoso;1;70;61;Masculino;2;2;Grave;3;0;Conducir distraido
9850;Reino Unido;Glasgow;06-08-2023;Tarde;Rural;Carretera principal;Despejado;4;89;66;Masculino;1;0;Grave;4;3;Conducir distraido
9851;Reino Unido;Manchester;02-12-2023;Noche;Urbano;Calle;Neblinoso;2;92;18;Masculino;2;2;No Grave;11;0;Clima
9852;Reino Unido;Birmingham;05-02-2023;Noche;Urbano;Calle;Lluvioso;3;32;31;Masculino;1;1;Grave;2;2;Clima
9853;Reino Unido;Londres;01-08-2023;Tarde;Urbano;Carretera principal;Despejado;2;100;44;Masculino;1;1;No Grave;16;4;Falla mecanica
9854;Reino Unido;Glasgow;06-10-2023;Noche;Urbano;Carretera;Despejado;1;85;17;Masculino;0;2;Grave;5;2;Falla mecanica
9855;Reino Unido;Edimburgo;31-03-2023;Noche;Urbano;Calle;Neblinoso;2;60;59;Masculino;1;1;Grave;4;2;Clima
9856;Reino Unido;Londres;02-10-2023;Noche;Rural;Carretera;Despejado;4;60;38;Masculino;0;2;No Grave;0;0;Falla mecanica
9857;Reino Unido;Londres;04-09-2023;Manana;Rural;Carretera principal;Despejado;4;57;35;Masculino;0;2;No Grave;1;2;Conducir en estado de ebriedad
9858;Reino Unido;Edimburgo;02-09-2023;Noche;Urbano;Carretera;Nevoso;1;92;35;Masculino;1;0;Grave;14;4;Exceso de velocidad
9859;Reino Unido;Glasgow;24-02-2023;Noche;Rural;Calle;Neblinoso;4;100;21;Masculino;0;2;Grave;2;2;Clima
9860;Reino Unido;Londres;06-11-2023;Noche;Urbano;Carretera principal;Ventoso;1;41;47;Masculino;0;0;Grave;17;2;Conducir en estado de ebriedad
9861;Reino Unido;Edimburgo;02-10-2023;Noche;Rural;Calle;Lluvioso;1;56;39;Femenino;2;0;Grave;2;3;Falla mecanica
9862;Reino Unido;Londres;05-11-2023;Noche;Rural;Carretera principal;Lluvioso;3;83;41;Femenino;2;1;Grave;13;0;Exceso de velocidad
9863;Reino Unido;Manchester;24-07-2023;Noche;Rural;Carretera principal;Lluvioso;2;75;48;Femenino;1;2;No Grave;19;4;Conducir distraido
9864;Reino Unido;Birmingham;12-04-2023;Tarde;Urbano;Calle;Neblinoso;4;91;36;Masculino;2;1;Grave;10;3;Clima
9865;Reino Unido;Manchester;28-02-2023;Noche;Rural;Carretera principal;Despejado;3;119;25;Femenino;0;2;No Grave;17;3;Exceso de velocidad
9866;Reino Unido;Glasgow;12-07-2023;Manana;Rural;Calle;Lluvioso;4;98;17;Masculino;2;0;No Grave;10;4;Conducir distraido
9867;Reino Unido;Londres;06-10-2023;Noche;Rural;Calle;Neblinoso;2;78;47;Femenino;0;1;Grave;13;3;Clima
9868;Reino Unido;Glasgow;05-09-2023;Noche;Urbano;Calle;Neblinoso;3;109;24;Femenino;0;1;No Grave;5;4;Conducir en estado de ebriedad
9869;Reino Unido;Edimburgo;02-06-2023;Tarde;Urbano;Carretera;Neblinoso;3;95;34;Femenino;1;2;Grave;5;2;Conducir en estado de ebriedad
9870;Reino Unido;Manchester;04-08-2023;Noche;Urbano;Carretera principal;Nevoso;4;61;47;Masculino;1;0;Grave;4;0;Falla mecanica
9871;Reino Unido;Birmingham;12-09-2023;Noche;Rural;Carretera principal;Neblinoso;3;101;24;Femenino;1;0;Grave;11;4;Clima
9872;Reino Unido;Glasgow;31-05-2023;Tarde;Urbano;Carretera;Lluvioso;1;81;60;Masculino;2;0;Grave;10;3;Clima
9873;Reino Unido;Birmingham;28-06-2023;Noche;Urbano;Carretera;Nevoso;1;67;68;Masculino;1;0;Grave;2;2;Conducir en estado de ebriedad
9874;Reino Unido;Edimburgo;12-06-2023;Noche;Urbano;Carretera principal;Lluvioso;4;74;23;Masculino;1;0;Grave;19;1;Clima
9875;Reino Unido;Londres;01-04-2023;Noche;Urbano;Carretera principal;Nevoso;2;82;17;Femenino;0;2;No Grave;11;0;Exceso de velocidad
9876;Reino Unido;Glasgow;12-02-2023;Manana;Rural;Calle;Lluvioso;2;97;16;Masculino;2;2;Grave;11;4;Exceso de velocidad
9877;Reino Unido;Londres;02-06-2023;Tarde;Rural;Calle;Nevoso;2;46;45;Masculino;2;0;Grave;11;2;Conducir en estado de ebriedad
9878;Reino Unido;Glasgow;02-11-2023;Tarde;Urbano;Calle;Neblinoso;1;106;53;Masculino;0;1;Grave;0;2;Clima
9879;Reino Unido;Manchester;02-08-2023;Manana;Rural;Carretera principal;Despejado;1;38;66;Femenino;1;2;No Grave;9;2;Falla mecanica
9880;Reino Unido;Birmingham;02-08-2023;Tarde;Urbano;Carretera principal;Ventoso;4;69;16;Femenino;1;2;Grave;4;2;Conducir distraido
9881;Reino Unido;Birmingham;01-01-2023;Noche;Rural;Carretera;Ventoso;4;41;61;Femenino;1;1;No Grave;14;2;Conducir en estado de ebriedad
9882;Reino Unido;Londres;06-10-2023;Tarde;Urbano;Calle;Despejado;1;99;23;Femenino;1;0;Grave;3;1;Clima
9883;Reino Unido;Birmingham;01-02-2023;Tarde;Rural;Calle;Ventoso;1;79;28;Femenino;0;1;Grave;17;0;Clima
9884;Reino Unido;Glasgow;07-05-2023;Tarde;Urbano;Carretera;Neblinoso;2;30;56;Femenino;0;0;Grave;13;4;Exceso de velocidad
9885;Reino Unido;Birmingham;02-02-2023;Noche;Urbano;Calle;Lluvioso;3;107;16;Masculino;2;1;Grave;19;2;Exceso de velocidad
9886;Reino Unido;Edimburgo;02-12-2023;Manana;Rural;Carretera principal;Despejado;3;66;74;Masculino;0;1;No Grave;12;4;Conducir distraido
9887;Reino Unido;Londres;05-03-2023;Manana;Urbano;Calle;Nevoso;3;118;17;Femenino;2;1;No Grave;1;0;Exceso de velocidad
9888;Reino Unido;Manchester;06-02-2023;Noche;Urbano;Carretera;Ventoso;4;37;17;Masculino;2;1;Grave;15;1;Clima
9889;Reino Unido;Glasgow;31-07-2023;Manana;Urbano;Carretera;Despejado;4;89;19;Masculino;2;2;Grave;19;2;Conducir en estado de ebriedad
9890;Reino Unido;Londres;02-11-2023;Noche;Rural;Calle;Despejado;3;100;59;Masculino;2;0;Grave;3;1;Falla mecanica
9891;Reino Unido;Londres;04-07-2023;Noche;Urbano;Carretera principal;Despejado;1;59;17;Femenino;1;0;Grave;0;3;Exceso de velocidad
9892;Reino Unido;Glasgow;02-04-2023;Noche;Urbano;Carretera;Ventoso;1;77;45;Femenino;2;1;Grave;4;1;Conducir distraido
9893;Reino Unido;Manchester;05-12-2023;Noche;Rural;Carretera;Ventoso;3;88;19;Masculino;2;2;No Grave;15;2;Conducir en estado de ebriedad
9894;Reino Unido;Edimburgo;02-01-2023;Noche;Rural;Carretera principal;Neblinoso;1;72;24;Femenino;0;1;No Grave;14;2;Clima
9895;Reino Unido;Manchester;02-05-2023;Noche;Urbano;Calle;Lluvioso;3;112;23;Masculino;0;1;No Grave;11;0;Exceso de velocidad
9896;Reino Unido;Manchester;02-11-2023;Noche;Urbano;Carretera principal;Nevoso;1;106;56;Femenino;2;0;Grave;10;1;Falla mecanica
9897;Reino Unido;Londres;02-04-2023;Noche;Rural;Carretera principal;Despejado;1;39;58;Masculino;2;0;Grave;3;1;Clima
9898;Reino Unido;Edimburgo;05-07-2023;Noche;Rural;Calle;Ventoso;1;65;66;Masculino;1;0;Grave;18;0;Conducir distraido
9899;Reino Unido;Edimburgo;12-01-2023;Noche;Rural;Carretera;Despejado;3;65;44;Femenino;1;0;No Grave;4;4;Conducir en estado de ebriedad
9900;Reino Unido;Londres;01-01-2023;Noche;Rural;Carretera;Lluvioso;1;106;35;Femenino;2;0;No Grave;12;2;Falla mecanica
9901;Reino Unido;Edimburgo;05-10-2023;Tarde;Rural;Carretera principal;Ventoso;1;30;44;Masculino;2;2;Grave;8;0;Conducir distraido
9902;Reino Unido;Londres;02-11-2023;Noche;Rural;Carretera principal;Neblinoso;4;115;18;Masculino;1;1;No Grave;11;4;Clima
9903;Reino Unido;Glasgow;05-10-2023;Manana;Urbano;Carretera principal;Despejado;4;73;16;Femenino;1;0;Grave;17;3;Clima
9904;Reino Unido;Birmingham;31-07-2023;Tarde;Urbano;Carretera;Nevoso;4;115;55;Masculino;1;1;No Grave;7;2;Conducir distraido
9905;Reino Unido;Edimburgo;02-07-2023;Noche;Rural;Carretera;Despejado;3;106;69;Masculino;0;1;Grave;12;4;Conducir distraido
9906;Reino Unido;Birmingham;04-05-2023;Noche;Rural;Carretera principal;Lluvioso;3;61;52;Masculino;0;1;No Grave;5;1;Conducir distraido
9907;Reino Unido;Manchester;02-07-2023;Noche;Urbano;Carretera principal;Ventoso;2;82;62;Masculino;2;1;Grave;6;1;Falla mecanica
9908;Reino Unido;Birmingham;06-08-2023;Manana;Rural;Carretera principal;Ventoso;1;49;21;Masculino;2;2;Grave;11;0;Clima
9909;Reino Unido;Birmingham;02-08-2023;Noche;Urbano;Carretera principal;Despejado;1;84;17;Femenino;0;1;No Grave;19;0;Exceso de velocidad
9910;Reino Unido;Londres;06-09-2023;Noche;Rural;Carretera;Ventoso;1;77;21;Femenino;0;1;Grave;1;3;Conducir en estado de ebriedad
9911;Reino Unido;Manchester;28-09-2023;Manana;Rural;Carretera;Nevoso;3;82;38;Masculino;2;2;Grave;2;0;Conducir distraido
9912;Reino Unido;Londres;06-10-2023;Noche;Urbano;Carretera;Lluvioso;2;102;22;Masculino;1;2;Grave;8;3;Clima
9913;Reino Unido;Londres;02-11-2023;Noche;Rural;Carretera principal;Lluvioso;4;66;17;Masculino;1;2;Grave;10;2;Conducir en estado de ebriedad
9914;Reino Unido;Glasgow;12-12-2023;Noche;Rural;Carretera principal;Nevoso;4;38;73;Masculino;2;0;Grave;6;2;Clima
9915;Reino Unido;Londres;04-07-2023;Manana;Urbano;Calle;Despejado;3;107;42;Femenino;0;2;No Grave;15;3;Conducir en estado de ebriedad
9916;Reino Unido;Londres;02-07-2023;Noche;Rural;Calle;Nevoso;4;73;67;Femenino;0;1;Grave;1;3;Conducir en estado de ebriedad
9917;Reino Unido;Edimburgo;04-07-2023;Noche;Urbano;Calle;Ventoso;4;89;24;Femenino;1;0;Grave;18;0;Exceso de velocidad
9918;Reino Unido;Londres;02-04-2023;Manana;Rural;Carretera;Despejado;2;96;70;Masculino;2;0;Grave;14;3;Exceso de velocidad
9919;Reino Unido;Edimburgo;02-06-2023;Noche;Rural;Carretera;Despejado;2;38;19;Masculino;2;2;No Grave;18;3;Clima
9920;Reino Unido;Edimburgo;12-10-2023;Manana;Urbano;Carretera principal;Lluvioso;3;40;16;Femenino;1;2;Grave;3;2;Conducir en estado de ebriedad
9921;Reino Unido;Edimburgo;05-11-2023;Noche;Rural;Carretera;Neblinoso;2;61;28;Femenino;1;0;Grave;5;4;Conducir en estado de ebriedad
9922;Reino Unido;Birmingham;02-04-2023;Manana;Rural;Carretera principal;Despejado;1;33;21;Femenino;1;1;Grave;0;1;Clima
9923;Reino Unido;Edimburgo;12-07-2023;Noche;Rural;Carretera;Ventoso;4;101;56;Femenino;0;2;Grave;15;4;Falla mecanica
9924;Reino Unido;Edimburgo;02-04-2023;Manana;Urbano;Carretera;Despejado;1;75;27;Masculino;1;1;No Grave;5;1;Conducir distraido
9925;Reino Unido;Glasgow;24-06-2023;Manana;Rural;Calle;Ventoso;1;118;41;Femenino;1;1;Grave;8;0;Conducir distraido
9926;Reino Unido;Edimburgo;02-01-2023;Noche;Urbano;Calle;Lluvioso;1;33;24;Femenino;2;1;No Grave;3;3;Falla mecanica
9927;Reino Unido;Edimburgo;03-05-2023;Noche;Urbano;Calle;Nevoso;1;117;19;Masculino;2;2;Grave;15;4;Falla mecanica
9928;Reino Unido;Birmingham;04-06-2023;Tarde;Rural;Calle;Nevoso;3;85;17;Femenino;0;0;No Grave;11;4;Conducir en estado de ebriedad
9929;Reino Unido;Edimburgo;02-05-2023;Noche;Urbano;Calle;Neblinoso;1;78;25;Femenino;2;2;Grave;0;0;Exceso de velocidad
9930;Reino Unido;Londres;05-08-2023;Noche;Rural;Calle;Ventoso;1;58;16;Femenino;0;2;Grave;1;0;Exceso de velocidad
9931;Reino Unido;Manchester;02-12-2023;Manana;Rural;Carretera;Lluvioso;1;59;22;Masculino;1;0;No Grave;11;2;Clima
9932;Reino Unido;Glasgow;12-07-2023;Manana;Rural;Carretera;Nevoso;2;96;72;Masculino;2;0;Grave;18;2;Conducir distraido
9933;Reino Unido;Glasgow;03-12-2023;Manana;Rural;Calle;Nevoso;3;74;22;Femenino;2;0;Grave;16;0;Falla mecanica
9934;Reino Unido;Glasgow;04-07-2023;Manana;Rural;Carretera;Neblinoso;2;57;30;Femenino;0;0;Grave;3;0;Conducir distraido
9935;Reino Unido;Birmingham;12-04-2023;Noche;Rural;Carretera principal;Despejado;2;92;34;Masculino;1;0;Grave;5;1;Clima
9936;Reino Unido;Birmingham;04-04-2023;Noche;Rural;Carretera principal;Ventoso;3;81;36;Femenino;2;0;Grave;1;4;Conducir en estado de ebriedad
9937;Reino Unido;Birmingham;03-03-2023;Noche;Rural;Carretera;Neblinoso;1;63;33;Femenino;1;1;No Grave;18;4;Conducir distraido
9938;Reino Unido;Glasgow;02-06-2023;Noche;Rural;Carretera;Neblinoso;1;85;46;Femenino;0;2;Grave;15;1;Conducir en estado de ebriedad
9939;Reino Unido;Manchester;28-02-2023;Noche;Urbano;Calle;Nevoso;1;47;33;Femenino;1;0;Grave;14;1;Falla mecanica
9940;Reino Unido;Glasgow;02-01-2023;Noche;Urbano;Carretera;Despejado;4;115;24;Femenino;2;2;Grave;5;2;Falla mecanica
9941;Reino Unido;Birmingham;03-04-2023;Manana;Urbano;Calle;Despejado;4;55;74;Femenino;2;0;Grave;3;0;Exceso de velocidad
9942;Reino Unido;Glasgow;02-08-2023;Noche;Urbano;Carretera;Neblinoso;1;61;67;Femenino;1;0;No Grave;13;3;Conducir distraido
9943;Reino Unido;Londres;03-03-2023;Manana;Rural;Carretera;Neblinoso;2;75;75;Masculino;1;1;Grave;17;3;Clima
9944;Reino Unido;Edimburgo;06-08-2023;Tarde;Urbano;Carretera principal;Lluvioso;4;112;65;Masculino;1;1;Grave;0;4;Falla mecanica
9945;Reino Unido;Edimburgo;03-07-2023;Noche;Urbano;Carretera;Ventoso;3;69;18;Masculino;0;2;Grave;9;2;Exceso de velocidad
9946;Reino Unido;Londres;03-10-2023;Tarde;Urbano;Calle;Ventoso;4;45;17;Femenino;1;0;Grave;13;4;Falla mecanica
9947;Reino Unido;Edimburgo;05-03-2023;Manana;Urbano;Carretera;Despejado;4;92;32;Masculino;1;2;Grave;0;2;Conducir distraido
9948;Reino Unido;Birmingham;31-03-2023;Noche;Rural;Carretera;Despejado;1;55;57;Femenino;1;0;Grave;5;1;Conducir en estado de ebriedad
9949;Reino Unido;Londres;07-12-2023;Manana;Urbano;Carretera principal;Nevoso;1;99;38;Femenino;1;1;Grave;0;1;Conducir distraido
9950;Reino Unido;Londres;24-02-2023;Manana;Rural;Carretera principal;Lluvioso;1;91;16;Femenino;2;0;No Grave;6;0;Falla mecanica
9951;Reino Unido;Birmingham;31-07-2023;Tarde;Rural;Carretera;Neblinoso;2;44;27;Femenino;0;0;No Grave;6;4;Conducir en estado de ebriedad
9952;Reino Unido;Glasgow;02-06-2023;Tarde;Rural;Calle;Despejado;3;37;25;Masculino;0;2;Grave;1;0;Conducir en estado de ebriedad
9953;Reino Unido;Londres;12-05-2023;Tarde;Rural;Calle;Ventoso;2;51;54;Femenino;1;2;No Grave;5;1;Conducir distraido
9954;Reino Unido;Birmingham;01-06-2023;Tarde;Urbano;Calle;Lluvioso;1;72;52;Femenino;0;1;Grave;1;0;Exceso de velocidad
9955;Reino Unido;Manchester;31-01-2023;Noche;Urbano;Carretera;Ventoso;3;94;25;Masculino;2;2;Grave;17;3;Exceso de velocidad
9956;Reino Unido;Manchester;07-09-2023;Noche;Urbano;Carretera;Despejado;3;78;20;Masculino;1;1;Grave;6;4;Conducir en estado de ebriedad
9957;Reino Unido;Manchester;28-02-2023;Tarde;Rural;Carretera;Neblinoso;4;70;31;Masculino;2;2;No Grave;14;0;Conducir distraido
9958;Reino Unido;Edimburgo;04-12-2023;Noche;Urbano;Calle;Ventoso;1;34;67;Masculino;0;0;Grave;7;0;Clima
9959;Reino Unido;Glasgow;02-01-2023;Tarde;Urbano;Calle;Lluvioso;1;114;23;Femenino;0;2;Grave;14;2;Falla mecanica
9960;Reino Unido;Manchester;12-11-2023;Noche;Rural;Calle;Lluvioso;4;76;21;Femenino;2;0;Grave;1;1;Exceso de velocidad
9961;Reino Unido;Edimburgo;06-10-2023;Manana;Rural;Carretera principal;Nevoso;1;75;30;Masculino;1;0;No Grave;18;3;Clima
9962;Reino Unido;Edimburgo;02-11-2023;Noche;Urbano;Calle;Nevoso;1;73;45;Masculino;1;0;No Grave;15;4;Falla mecanica
9963;Reino Unido;Edimburgo;31-10-2023;Noche;Urbano;Carretera principal;Despejado;2;44;75;Femenino;1;0;Grave;14;2;Clima
9964;Reino Unido;Edimburgo;02-03-2023;Noche;Urbano;Carretera principal;Neblinoso;4;76;27;Masculino;1;2;Grave;5;0;Exceso de velocidad
9965;Reino Unido;Manchester;12-08-2023;Tarde;Rural;Carretera principal;Despejado;2;110;43;Masculino;0;2;Grave;3;4;Conducir en estado de ebriedad
9966;Reino Unido;Birmingham;02-12-2023;Tarde;Urbano;Carretera;Despejado;4;45;42;Masculino;1;1;Grave;9;1;Conducir distraido
9967;Reino Unido;Glasgow;02-11-2023;Manana;Rural;Calle;Nevoso;3;93;17;Masculino;1;2;Grave;2;3;Conducir distraido
9968;Reino Unido;Birmingham;31-07-2023;Manana;Urbano;Carretera;Lluvioso;3;89;70;Femenino;2;0;No Grave;8;4;Falla mecanica
9969;Reino Unido;Birmingham;05-04-2023;Manana;Rural;Carretera;Despejado;3;74;74;Femenino;0;1;No Grave;0;0;Falla mecanica
9970;Reino Unido;Glasgow;04-06-2023;Tarde;Urbano;Calle;Ventoso;4;47;62;Femenino;0;0;Grave;1;3;Exceso de velocidad
9971;Reino Unido;Glasgow;24-12-2023;Manana;Urbano;Calle;Ventoso;3;102;58;Masculino;0;2;Grave;5;2;Exceso de velocidad
9972;Reino Unido;Londres;02-07-2023;Tarde;Rural;Carretera principal;Neblinoso;3;102;21;Masculino;2;2;Grave;15;2;Clima
9973;Reino Unido;Manchester;03-10-2023;Manana;Urbano;Carretera;Lluvioso;3;118;34;Masculino;2;1;Grave;4;4;Exceso de velocidad
9974;Reino Unido;Glasgow;24-04-2023;Tarde;Urbano;Carretera principal;Despejado;4;66;16;Femenino;1;1;Grave;6;1;Falla mecanica
9975;Reino Unido;Londres;24-07-2023;Noche;Rural;Carretera;Lluvioso;1;117;17;Femenino;2;2;No Grave;14;1;Falla mecanica
9976;Reino Unido;Birmingham;04-10-2023;Manana;Urbano;Calle;Neblinoso;1;60;27;Masculino;0;1;Grave;18;2;Clima
9977;Reino Unido;Manchester;12-04-2023;Manana;Urbano;Calle;Neblinoso;2;107;36;Femenino;0;0;No Grave;11;3;Exceso de velocidad
9978;Reino Unido;Edimburgo;06-11-2023;Noche;Rural;Carretera;Neblinoso;3;67;65;Femenino;0;2;Grave;2;0;Conducir distraido
9979;Reino Unido;Birmingham;07-09-2023;Manana;Rural;Calle;Ventoso;4;92;30;Masculino;0;0;No Grave;3;0;Exceso de velocidad
9980;Reino Unido;Glasgow;02-06-2023;Noche;Urbano;Calle;Nevoso;1;95;70;Femenino;1;2;Grave;5;3;Falla mecanica
9981;Reino Unido;Londres;02-05-2023;Manana;Rural;Carretera principal;Despejado;4;46;52;Femenino;1;2;Grave;15;3;Falla mecanica
9982;Reino Unido;Birmingham;03-08-2023;Tarde;Urbano;Carretera principal;Nevoso;3;68;20;Masculino;1;1;Grave;0;4;Conducir distraido
9983;Reino Unido;Birmingham;04-09-2023;Noche;Rural;Calle;Ventoso;4;36;72;Masculino;0;0;No Grave;11;1;Conducir en estado de ebriedad
9984;Reino Unido;Glasgow;02-03-2023;Manana;Rural;Calle;Despejado;1;66;19;Masculino;0;0;No Grave;11;2;Clima
9985;Reino Unido;Edimburgo;31-03-2023;Noche;Urbano;Calle;Ventoso;2;103;30;Masculino;0;1;Grave;3;0;Clima
9986;Reino Unido;Londres;07-01-2023;Tarde;Urbano;Carretera principal;Ventoso;2;116;23;Masculino;0;2;No Grave;14;3;Falla mecanica
9987;Reino Unido;Londres;04-12-2023;Noche;Rural;Calle;Ventoso;3;98;31;Masculino;0;1;Grave;7;1;Exceso de velocidad
9988;Reino Unido;Manchester;02-07-2023;Noche;Rural;Calle;Despejado;3;77;42;Masculino;1;0;Grave;17;4;Falla mecanica
9989;Reino Unido;Glasgow;05-05-2023;Tarde;Rural;Carretera;Neblinoso;3;48;35;Masculino;2;1;Grave;6;1;Falla mecanica
9990;Reino Unido;Manchester;06-12-2023;Manana;Urbano;Calle;Neblinoso;1;34;35;Masculino;2;0;Grave;8;0;Falla mecanica
9991;Reino Unido;Birmingham;05-04-2023;Noche;Urbano;Calle;Despejado;1;39;58;Masculino;1;2;Grave;10;3;Exceso de velocidad
9992;Reino Unido;Birmingham;02-01-2023;Noche;Rural;Carretera principal;Ventoso;2;69;52;Masculino;0;0;Grave;12;0;Exceso de velocidad
9993;Reino Unido;Manchester;12-11-2023;Noche;Urbano;Carretera principal;Lluvioso;3;42;20;Masculino;2;2;Grave;14;4;Clima
9994;Reino Unido;Londres;01-04-2023;Tarde;Urbano;Carretera principal;Ventoso;2;32;69;Femenino;1;1;Grave;8;3;Falla mecanica
9995;Reino Unido;Londres;02-10-2023;Manana;Rural;Calle;Ventoso;2;111;20;Femenino;0;0;Grave;9;0;Clima
9996;Reino Unido;Manchester;24-01-2023;Tarde;Urbano;Carretera principal;Nevoso;2;113;49;Femenino;2;0;Grave;11;1;Exceso de velocidad
9997;Reino Unido;Edimburgo;02-11-2023;Noche;Rural;Carretera principal;Ventoso;1;111;49;Femenino;1;2;No Grave;17;1;Exceso de velocidad
9998;Reino Unido;Edimburgo;12-06-2023;Tarde;Urbano;Calle;Lluvioso;3;66;57;Masculino;2;0;Grave;17;2;Conducir en estado de ebriedad
9999;Reino Unido;Birmingham;02-05-2023;Noche;Rural;Carretera principal;Lluvioso;1;100;30;Femenino;0;2;Grave;19;3;Conducir distraido
10000;Reino Unido;Londres;28-06-2023;Noche;Urbano;Carretera;Ventoso;2;113;25;Masculino;0;1;No Grave;7;3;Exceso de velocidad
10001;Reino Unido;Glasgow;31-12-2023;Noche;Rural;Calle;Nevoso;4;79;61;Femenino;0;1;Grave;5;0;Clima
10002;Reino Unido;Londres;31-07-2023;Noche;Rural;Calle;Despejado;4;54;16;Femenino;2;1;Grave;2;0;Clima
10003;Reino Unido;Manchester;02-11-2023;Noche;Urbano;Calle;Lluvioso;1;39;25;Femenino;1;2;No Grave;4;3;Falla mecanica
10004;Reino Unido;Londres;02-11-2023;Tarde;Urbano;Calle;Nevoso;2;82;68;Femenino;0;2;Grave;2;0;Falla mecanica
10005;Reino Unido;Edimburgo;31-08-2023;Manana;Urbano;Carretera principal;Ventoso;2;45;17;Femenino;1;2;No Grave;19;4;Clima
10006;Reino Unido;Edimburgo;02-05-2023;Noche;Rural;Carretera;Ventoso;2;69;39;Masculino;0;0;No Grave;2;2;Exceso de velocidad
10007;Reino Unido;Birmingham;24-04-2023;Tarde;Urbano;Calle;Lluvioso;1;71;21;Masculino;0;0;Grave;4;1;Falla mecanica
